molec_id,nu,sw,a,gamma_air,n_air,gamma_self,nu-err,sw-err,gamma_air-err,n_air-err,gamma_self-err,nu-ref,sw-ref,gamma_air-ref,n_air-ref,gamma_self-ref
22,2270.983189,3.954e-38,1.778e-08,0.0472,0.71,0.047,3,4,4,4,4,797,449,448,448,448
22,2271.217207,1.433e-39,1.183e-08,0.02,0.2,0.02,3,4,4,4,4,797,449,448,448,448
22,2271.297821,8.415e-38,1.782e-08,0.0469,0.73,0.047,3,4,4,4,4,797,449,448,448,448
22,2271.577488,4.336e-38,1.789e-08,0.0476,0.74,0.048,3,4,4,4,4,797,449,448,448,448
22,2271.822191,8.625e-38,1.797e-08,0.0469,0.75,0.047,3,4,4,4,4,797,449,448,448,448
22,2272.031934,4.12e-38,1.811e-08,0.0477,0.76,0.048,3,4,4,4,4,797,449,448,448,448
22,2272.206717,7.512e-38,1.835e-08,0.049,0.76,0.049,3,4,4,4,4,797,449,448,448,448
22,2272.346542,3.236e-38,1.885e-08,0.0509,0.77,0.051,3,4,4,4,4,797,449,448,448,448
22,2272.45141,5.245e-38,2.02e-08,0.0535,0.78,0.053,3,4,4,4,4,797,449,448,448,448
22,2272.521321,2.288e-38,2.828e-08,0.0567,0.79,0.057,3,4,4,4,4,797,449,448,448,448
22,2272.649023,6.101e-39,1.186e-08,0.02,0.2,0.02,3,4,4,4,4,797,449,448,448,448
22,2273.540946,3.832e-33,2.344e-08,0.0542,0.76,0.054,3,4,4,4,4,797,449,448,448,448
22,2274.04577,6.367e-39,1.189e-08,0.02,0.2,0.02,3,4,4,4,4,797,449,448,448,448
22,2275.407461,2.607e-38,1.191e-08,0.02,0.2,0.02,3,4,4,4,4,797,449,448,448,448
22,2276.734106,2.618e-38,1.194e-08,0.02,0.2,0.02,3,4,4,4,4,797,449,448,448,448
22,2277.673854,1.026e-28,9.804e-09,0.0499,0.74,0.05,3,4,4,4,4,797,449,448,448,448
22,2278.025716,1.031e-37,1.197e-08,0.02,0.2,0.02,3,4,4,4,4,797,449,448,448,448
22,2279.282302,9.957e-38,1.199e-08,0.02,0.2,0.02,3,4,4,4,4,797,449,448,448,448
22,2280.112167,1.263e-39,6.037e-09,0.02,0.2,0.02,3,4,4,4,4,797,449,448,448,448
22,2280.503873,3.772e-37,1.202e-08,0.02,0.2,0.02,3,4,4,4,4,797,449,448,448,448
